source,created_time,text,url,likes,shares,comments
Ejempla,2016-04-18T13:18:45+0000,"El legado de Farías La estadía de César Farías en el Club Cerro Porteño fue corta, y estas son las razones que motivaron su salida:""Cuatro meses después, se marcó el punto final con el venezolano quien se fue sin dejar algo sustancial y un desgaste tan importante que ni siquiera importó que el partido más importante del semestre lo disputará este miércoles"".",www.facebook.com/726622947351359_1303512096329105,135,8,24
Ejempla,2016-04-15T13:09:45+0000,"Trending de empanadas Según un estudio realizado por Dataguay, donde 650 personas fueron encuestadas y clasificadas en 2 diferentes tipos de consumidores, en estos lugares se comen las empanadas más ricas de Asunción:AsuBestFood se encargó de medir las empanadas más ricas y populares de la ciudad.",www.facebook.com/726622947351359_1301578216522493,117,40,33
Ejempla,2016-04-14T14:34:05+0000,"Cultivos 100% sustentables, 0% residuos Angie Paiva Nutricionista visitó la finca Los Almendros, ubicada a unos 11 km de la ciudad de Mendoza, donde pudo conocer paso a paso, cómo se logran cultivos sustentantes y su importancia para la población mundial.En el mundo, unas 500 millones de familias se dedican a la agricultura y son las encargadas de alimentar a gran parte de la población mundial, con ellas, podemos hacer frente a la pobreza y la malnutrición.",www.facebook.com/726622947351359_1300983163248665,14,2,1
Ejempla,2016-04-08T12:32:42+0000,"Las 5 mejores pizzas de Asunción Existen 132 pizzerías en Asunción y según un estudio, estas son las 5 mejores:La pizza es seguramente uno de los platos más famosos, apreciados y difundidos en el mundo, originario de la cocina italiana, si bien su historia es bastante incierta, dentro de AsuBestFood se midieron a las mejores pizzas de la Capital.",www.facebook.com/726622947351359_1296395187040796,356,134,121
Ejempla,2016-04-06T15:38:00+0000,"Es probable que estés arruinando tu Curriculum El Curriculum Vitae es una herramienta vital a la hora de conseguir un trabajo. Si estás buscando trabajo, un experto comparte los cinco errores que hay que evitar a la hora de presentar un Curriculum.“Si esperás competir en el mercado de hoy día, tu curriculum no puede ser bueno, necesita ser excepcional”",www.facebook.com/726622947351359_1295038133843168,96,86,5
Ejempla,2016-04-05T15:30:00+0000,"Compañeros tóxicos en el trabajo ¿Cómo detectamos a compañeros tóxicos en el trabajo y qué podemos hacer al respecto?Muchos compañeros de trabajo te ayudarán a crecer, pero no faltarán los que solo busquen el bien individual.",www.facebook.com/726622947351359_1294355883911393,53,33,4
Ejempla,2016-04-04T16:03:02+0000,"El cine nacional barato nos sale caro ""Una vez más, se estrena una película nacional que no nos merecemos, pero que tenemos"".Más que un ‘análisis’ o una recomendación, esta es una crítica a un organismo que nos toma el pelo anualmente.",www.facebook.com/726622947351359_1293738803973101,674,293,109
Ejempla,2016-03-30T12:32:56+0000,"Otra vez “Nos metimos muy atrás, el rival vino encima y se nos complicó mantener la ventaja”, fue la frase de Ramón Díaz luego del partido contra Ecuador y la que lastimosamente se mantuvo vigente luego del doloroso empate en Sajonia.""Quemar dos cambios por lesión para un equipo cansado que venía de hacer el gasto en la etapa inicial era un precio excesivamente alto"".",www.facebook.com/726622947351359_1288857454461236,20,2,1
Ejempla,2016-03-29T13:48:07+0000,"La importancia de un buen ambiente laboral Las empresas no solo deben delegar responsabilidades, sino también deben ser motivadoras para que un trabajador se sienta parte y a gusto trabajando en ellas.En Paraguay, las ganas y la capacidad de crecer son evidentes, y es totalmente necesario que los empresarios se enfoquen en hacerlo de la manera más profesional. ",www.facebook.com/726622947351359_1287744431239205,257,307,6
Ejempla,2016-03-28T12:40:07+0000,"Accesible Brasil La Selección Paraguaya de Fútbol se enfrenta mañana a Brasil, un rival cuyo nombre resuena más por su historia, que por su presente.""Esta Brasil está muy lejos de aquella maquinita de Tele Santana o de los nombres rimbombantes de la década pasada"".",www.facebook.com/726622947351359_1286611154685866,18,0,0
Ejempla,2016-03-23T10:30:00+0000,"Así mataban a Argaña Recordamos el 23 de marzo de 1999, fecha en que era asesinado el vicepresidente de la República, Luis María Argaña. Emboscado en plena Capital, su muerte desencadenó manifestaciones y más muertes, hasta que el 'Marzo Paraguayo' acabó con la renuncia de Cubas Grau.Hace 17 años era asesinado el vicepresidente de la República, Luis María Argaña.",www.facebook.com/726622947351359_1279693212044327,32,14,1
Ejempla,2016-03-22T21:00:00+0000,"Timeline Photos Oficialmente arrancó el esperado feriado, y esta infografía hecha con la ayuda de Angie Paiva Nutricionista detalla un aproximado de las calorías que podés ganar consumiendo los “clásicos de Semana Santa” así como las que podés perder realizando actividades físicas.",www.facebook.com/726622947351359_1279717992041849,14,1,0
Ejempla,2016-03-22T11:00:00+0000,"Esta Semana Santa, desafiemos a las calorías Esta Semana Santa, donde las tentaciones son muchas, consumimos más calorías de las que gastamos y efectivamente podemos ganar 3 a 4 kilos extra, Angie Paiva Nutricionista nos ayuda a mantener el balance sin dejar de comer rico.Comemos mucho y quemamos poco, ¿el resultado? Tres a cuatro kilos extra el lunes de Pascua.",www.facebook.com/726622947351359_1278758558804459,1220,22,19
Ejempla,2016-03-21T11:57:07+0000,"Rival tocado Vuelven las Eliminatorias y a la Selección Paraguaya de Fútbol le toca jugar este jueves de visitante contra el puntero invicto, Ecuador, que sin embargo, hoy tiene bajas sensibles (5 lesionados) que repercuten en lo individual y podrían modificar el sello colectivo que los ha colocado con puntaje perfecto el año pasado.Luego de la prolongada pausa de más de cuatro meses, vuelven las Eliminatorias. Y el segundo año empieza bravo para la selección nacional.",www.facebook.com/726622947351359_1278545428825772,683,6,20
Ejempla,2016-03-18T11:54:56+0000,"Mejores propuestas gastronómicas en Asunción Pizzas, hamburguesas, empanadas, bifes, sushi y pastas: ¿cuáles son los mejores lugares para ir a comer estas comidas en Asunción?AsuBestFood es una plataforma de información sobre las tendencias gastronómicas en Asunción a través del análisis de datos.",www.facebook.com/726622947351359_1275919575755024,465,44,17
Ejempla,2016-03-16T13:38:59+0000,"Voto por La Ley de la Malnutrición en Paraguay Angie Paiva Nutricionista analiza la importancia de la ley ""De Protección a la niñez y adolescencia contra la malnutrición"" que busca resguardar a los niños de las enfermedades asociadas a ella, siendo la obesidad la que más preocupa y donde es justo y necesario tomar cartas en el asunto.Varios países de la región ya cuentan con normas reguladoras. ¿Por qué Paraguay debería ser la excepción?",www.facebook.com/726622947351359_1274323385914643,29,31,1
Ejempla,2016-03-15T17:58:38+0000,Vivir y dormir en Asunción no es lo mismo Las ciudades “dormitorio” de gran Asunción que no logran ser opciones fuertes de trabajo para sus habitantes. Nauta realizó una encuesta para comprobar dónde viven y dónde trabajan las personas de estas ciudades y cómo el tráfico cada vez más caótico de Asunción también tiene que ver con esto.Lla mitad de las personas que viven en las ciudades aledañas a Asunción ingresan a la capital cotidianamente para trabajar.,www.facebook.com/726622947351359_1273680082645640,350,128,25
Ejempla,2016-03-14T12:32:11+0000,"Atyrá, el turismo en armonía con la naturaleza Se aproxima la Semana Santa y el turismo interno definitivamente es una opción. Atyrá, la ciudad más limpia del Paraguay, séptima en América y la octava a nivel mundial se encuentra a tan solo 61 km de Asunción y ofrece a los turistas diversos atractivos.Los atyreños no dan tregua, siguen custodiando firmes y orgullosos el título de la ciudad más limpia del Paraguay.",www.facebook.com/726622947351359_1272737912739857,77,34,0
Ejempla,2016-03-11T12:30:13+0000,"Ser mujer gay en Paraguay Ser mujer gay en nuestro país también es difícil, porque la discriminación tampoco les pasa de largo a ellas.Cuando se habla de homosexualidad, muchas veces se cree que las mujeres lo tienen más fácil, aunque en realidad no es.",www.facebook.com/726622947351359_1270520626294919,99,35,5
Ejempla,2016-03-10T20:21:51+0000,"Buscamos CM Buscamos Community Manager Junior amante de la buena ortografía, con interés en noticias y actualidad. Si sos vos, y el destino (o el algoritmo de Facebook) quiso que nos leas, completá el formulario en ejempla.com/jobs",www.facebook.com/726622947351359_1270059129674402,54,15,13
Ejempla,2016-03-10T11:50:20+0000,"Ser hombre gay en Paraguay ¿Cómo vive realmente un hombre gay en nuestro país? Daniel da su testimonio de lo que le toca vivir en una sociedad donde una mayoría no admite parejas homosexuales.Mucho se habla sobre la homosexualidad, poco se sabe de la realidad. ",www.facebook.com/726622947351359_1269837993029849,209,130,59
Ejempla,2016-03-09T14:58:16+0000,"La planificación no es para todos Cristina Vera fue noticia días atrás cuando dio a luz a su hijo número 20 en plena vía pública. La ley establece que se debe respetar la libertad de una persona a la hora de concebir, pero esto contrapone un dilema aún mayor: ¿cómo garantizamos los derechos del niño que va a nacer?",www.facebook.com/726622947351359_1269362986410683,397,37,28
Ejempla,2016-03-08T12:01:25+0000,"Mujer, el cambio no está en la sociedad ""No podemos evitar que en la calle nos miren de forma lasciva, pero podemos enseñar a nuestros niños que esa no es la forma correcta de ver a una mujer. No podemos evitar la violencia pero podemos dejar de justificar, y decidir que nunca más.  No somos el sexo débil, no hay un sexo débil. Somos iguales. Empecemos a comportarnos como tal"".Ser mujer no implica tener que rendir cuentas a tu familia. Ser mujer implica rendir cuentas a la sociedad, aunque no debería ser así.",www.facebook.com/726622947351359_1268676373146011,751,128,7
Ejempla,2016-03-07T14:15:00+0000,"MKTrends 2016: intercambiando experiencias El MKTrends de la mano de PTF este año nos trae la presencia de uno de los speakers más importantes: Ken Segall, exdirector creativo de Apple. Sin embargo, hay demasiado para conocer sobre el evento:El evento de tendencias sobre la comunidad de marketing en Paraguay vuelve el 15 y 16 de marzo al Hotel Sheraton Asunción.",www.facebook.com/726622947351359_1267901273223521,209,9,4
Ejempla,2016-03-07T12:14:55+0000,"Tecnofútbol El sábado pasado en la ciudad de Cardiff, se tomó una decisión que puede cambiar la percepción del fútbol para siempre: la implementación de tecnología. Pero, ¿en qué jugadas se aplicará?Desde el 1 de junio, en la Copa América Centenario y con un periodo de prueba de 2 años, la tecnología se impone en el fútbol.",www.facebook.com/726622947351359_1267893343224314,203,18,6
Ejempla,2016-03-04T12:31:13+0000,"Coop. “Te via cuidarte tu coche” Ltda. De acuerdo al sociólogo Orlando Aguirre, en la situación de los cuidacoches y limpiaviadrios el problema de fondo es el de los derechos humanos y su acceso por parte de esta población, que corresponde al gobierno de central. Hoy es responsabilidad de Horacio Cartes, antes lo fue de Fernando Lugo y un poco más lejos fue de Nicanor Duarte Frutos.Las cosas deben ser reclamadas a los que deben de cumplirlas.",www.facebook.com/726622947351359_1265805173433131,29,7,0
Ejempla,2016-03-03T13:05:12+0000,"Asperger, el gran desconocido Si le hablás, no puede mantener la mirada fija en tus ojos. No entiende tus chistes con doble sentido; le cuesta comprender si estás triste o feliz. No le agrada que le cambien los planes y probablemente no te mienta nunca. Es aspie y es necesario que lo comprendas.En más de la mitad de los casos, estos niños llegan a la edad adulta sin ser diagnosticados, ya que el Asperger sigue siendo poco conocido para la población general e incluso para muchos profesionales.",www.facebook.com/726622947351359_1265187923494856,369,245,17
Ejempla,2016-03-01T14:33:53+0000,"El Mariscal visto por sus contemporáneos El Mariscal López hoy en día es considerado el máximo héroe nacional. ¿Pero fue siempre así?El Mariscal López, a pesar de contar con una importante cantidad de detractores y de un número aún mayor de personas que saben poco o nada sobre él, sin dudas ocupa un lugar privilegiado en la opinión pública.",www.facebook.com/726622947351359_1264003046946677,770,152,130
Ejempla,2016-03-01T14:30:00+0000,"El ABC de los jefes que son verdaderos líderes Esto es lo que los jefes deben hacer para mejorar el rendimiento de su equipo:¿Por qué la gente renuncia a su jefe? Porque ellos tratan a la gente como simples números, no como seres humanos. ",www.facebook.com/726622947351359_1263962106950771,207,107,6
Ejempla,2016-03-01T11:54:20+0000,"El triunfo de Infantino ""La gran tarea que tiene el hombre que tendrá un mandato reducido que va hasta el 2019: devolverle la confianza al grupo de personas que se enriquecieron sirviéndose del fútbol"".",www.facebook.com/726622947351359_1263922726954709,290,7,8
Ejempla,2016-02-26T13:46:13+0000,Oscars 2016: Sensatez versus sentimientos El pasado fin de semana Oniria junto con Viento Sur organizaron una experiencia social con los Un Academy Awards: Los #Oscars según personas que nunca fueron al cine.,www.facebook.com/726622947351359_1260998737247108,19,4,0
Ejempla,2016-02-26T11:37:56+0000,"El desafío de nacer mujer En la semana de la mujer paraguaya, analizamos los mayores desafíos de muchas de ellas: ganan menos, sufren violencia de género y son madres a temprana edad.Las estadísticas en torno a la población femenina de nuestro país demuestran que desde su nacimiento hasta la edad adulta se ve sometida a la desigualdad de poder entre hombres y mujeres.",www.facebook.com/726622947351359_1260936493919999,50,16,1
Ejempla,2016-02-25T13:20:51+0000,"Panorama actual de redes sociales en Paraguay Analógica analizó 4 redes sociales: Facebook, Instagram, Twitter y Spotify, estos son los resultados:El constante crecimiento de la penetración de internet en el Paraguay permite que cada año una cantidad cada vez mayor de personas se sume a algunas de las tantas redes sociales disponibles y de gran uso en el país.",www.facebook.com/726622947351359_1260351133978535,167,20,4
Ejempla,2016-02-24T14:24:55+0000,"Ser mujer en Paraguay ""Hay mucho por hacer para mejorar la calidad de vida de las mujeres paraguayas. Y mientras, los gobernantes proponen un día de pasaje gratis"".¿Realmente valoramos a la Kuña Guapa?",www.facebook.com/726622947351359_1259749930705322,1228,180,37
Ejempla,2016-02-24T13:02:48+0000,"La ANDE y su clásico del verano En las últimas semanas, contar con un servicio básico se convirtió en un lujo para muchos ciudadanos.Los cortes de energía y sus nefastas consecuencias, ya son un sello indiscutible en los meses más calurosos del año.",www.facebook.com/726622947351359_1259711154042533,18,0,0
Ejempla,2016-02-23T11:32:22+0000,"¿Qué esperan los jóvenes para salir de casa? Para la psicóloga, Cristina Mernes (R.P. 3292), en Paraguay los jóvenes retrasan la salida de casa de sus padres por 2 poderosas razones:En las sociedades modernas, la emancipación se ha retrasado. Los jóvenes salen cada vez más tarde de casa de sus padres.",www.facebook.com/726622947351359_1258812964132352,394,322,40
Ejempla,2016-02-22T11:52:18+0000,"Análisis del clásico Tres puntos, una renuncia y un empate internacional de oro diferenciaban a los protagonistas del clásico del fútbol paraguayo.Daniel Chung analiza el primer clásico del 2016.",www.facebook.com/726622947351359_1258226737524308,437,3,19
Ejempla,2016-02-19T14:00:43+0000,"El amor en tiempos de publicidad La publicidad de Café Belén nos demostró claramente que lo que no nos da el Estado, nos da el mercado.Una valiente marca de café de Paraguay lanzó una publicidad por el Día de los Enamorados mostrando diferentes clases de parejas, incluyendo parejas homosexuales bajo la consigna “Celebremos el amor en todas sus presentaciones"".",www.facebook.com/726622947351359_1256599674353681,385,62,31
Ejempla,2016-02-17T12:48:37+0000,"Kiril y su paso histórico por Latinoamérica El Patriarca Kiril, está dando un paso transcendental por Latinoamérica, en una gira por Cuba, Paraguay y Brasil, pero ¿por qué es importante?",www.facebook.com/726622947351359_1255465141133801,6,0,0
Ejempla,2016-02-16T12:00:46+0000,"Obesidad Infantil: ¿quién tiene la culpa? Angie Paiva Nutricionista analiza la obesidad infantil, que ya no es solamente un problema estético, sino una verdadera epidemia con 42 millones de niños excedidos en peso.""Los niños comen más y se mueven menos. Una combinación perfecta para ganar peso y desarrollar enfermedades que anteriormente eran exclusivas del adulto"". ",www.facebook.com/726622947351359_1254841527862829,482,81,21
Ejempla,2016-02-15T12:26:55+0000,"La salida de Arce ""Tuvo que haber ocurrido algo muy grave para que Chiqui haya renunciado a horas de embarcar, una medida que toma por primera vez en su intensa carrera, ante un desafío tan grande como la Libertadores donde debuta el franjeado este martes"".Lo que se vió en las cinco fechas decepcionó a todos en el mundo Olimpia. Empezando por el propio técnico. 4 de 15. 26% de efectividad",www.facebook.com/726622947351359_1254257854587863,224,12,29
Ejempla,2016-02-12T17:08:42+0000,"No hay flores para todas Si nos trazamos la meta de regalar a cada mujer paraguaya una flor este 14 de febrero, no podríamos, ya que solo 2 de cada 10 mujeres recibiría una flor como obsequio.Regalar flores un 14 de febrero es una escena simple que año tras año se repite, pero todo el mercado que se mueve detrás de dicho acto es inmenso y cada vez más grande en el Paraguay, y aún así no hay flores para todas.",www.facebook.com/726622947351359_1252596358087346,11,3,1
Ejempla,2016-02-12T13:06:05+0000,"El devaluado Guaraní El análisis del partido y de la situación actual del Club Guarani, que ayer no logró la clasificación a la Copa Libertadores.Por Daniel Chung.",www.facebook.com/726622947351359_1252491298097852,3,0,0
Ejempla,2016-02-12T11:38:42+0000,"Dating Apps: ¿Solo sexo casual? Un estudio reveló que el 80% de los jóvenes que usan dating apps han conocido a alguien que les ha gustado.¿Qué pasa cuando se quiere encontrar una pareja pero no hay tiempo para buscarla? Bajo ese concepto surgen las ""Dating Apps"".",www.facebook.com/726622947351359_1252462514767397,10,2,0
Ejempla,2016-02-11T12:54:36+0000,"Cómo ser un abuelo “moderno” Todas las personas, a partir de los 60 años, pueden acceder de manera totalmente gratuita a cursos donde se les enseña el manejo básico de herramientas informáticas y la navegación en Internet.Desde el año 2013, el Centro Paraguayo Japonés (CPJ), lleva adelante el programa de Computación para Adultos Mayores.",www.facebook.com/726622947351359_1251899154823733,30,17,1
Ejempla,2016-02-10T12:37:01+0000,"Fumigaciones y fumigadores Si te preocupan las advertencias sobre hombres que se hacen pasar por fumigadores, esto es lo que tenés que saber al respecto.Sumado al miedo de adquirir alguna de las enfermedades transmitidas por el mosquito Aedes Aegypti, ahora también se suma el miedo a sufrir atraco por parte de personas malintencionadas.",www.facebook.com/726622947351359_1251247518222230,8,2,1
Ejempla,2016-02-09T15:00:01+0000,"¿Son saludables las dietas de marcación? La explosión de disciplinas como el CrossFit y el entrenamiento funcional en Paraguay despertó un interés especial en las dietas ‘FIT’ , pero ¿son realmente saludables y balanceadas estas dietas? Las dietas ‘FIT’ trajeron con ellas, un sinfín de cuentas pro fitness en las redes sociales, sugiriendo recetas, típs nutricionales y rutinas de gimnasia. ",www.facebook.com/726622947351359_1250686958278286,139,26,7
Ejempla,2016-02-09T14:00:02+0000,"Los cuidacoches no caen bien Una encuesta realizada por Nauta afirma que 6 de cada 10 asuncenos repudia a los cuidacoches, sin embargo un 30% dice que son gente trabajadora.A una parte de la población asuncena el fenómeno de los cuidacoches no cae bien, siendo los hombres los menos tolerantes ante ellos. ",www.facebook.com/726622947351359_1250695011610814,443,28,79
Ejempla,2016-02-09T12:34:55+0000,"La épica del Leicester Leicester: el puntero de bajo coste de la Premier League.""El fútbol –además de ser un meganegocio- necesita narraciones épicas para seguir enamorando. Y eso es lo que está haciendo el Leicester City superando cualquier fábula de rey que haya pasado por sus tierras"".",www.facebook.com/726622947351359_1250670808279901,249,20,6
Ejempla,2016-02-08T12:09:05+0000,"Damnificados: Cuando los organismos responden Unicef Paraguay implementa aulas móviles para niños damnificados cuyas escuelas quedaron bajo agua.Según datos del Ministerio de Educación y Cultura (MEC), más de 18.000 alumnos están sin poder asistir a clases por las 71 escuelas en el país que están bajo agua. ",www.facebook.com/726622947351359_1250103385003310,471,25,3
Ejempla,2016-02-05T18:00:01+0000,"¿Es momento de una nueva Constitución Nacional? Los rumores de reelección vuelven a tomar el escenario político y una constituyente es tema de debate. Según expertos como Benjamín Fernández Bogado no es momento, pero a tu criterio, ¿necesitamos una nueva Constitución Nacional?",www.facebook.com/726622947351359_1248417831838532,10,2,1
Ejempla,2016-02-05T13:16:22+0000,"Necesitamos una nueva constitución cultural ""En Paraguay, un país pequeño y mediterráneo como Suiza, no saber el nombre del presidente es ignorancia, porque en este país importa el nombre, cuando en verdad debería imperar la ley"".Paraguay no está acostumbrado a ser libre. Respeta más lo que dice el mandatario de turno que las leyes.",www.facebook.com/726622947351359_1248416538505328,32,11,2
Ejempla,2016-02-04T17:25:06+0000,"No es momento para una nueva constitución Benjamín Fernández Bogado, partícipe de la constituyente de 1992, brinda detalles de cómo fue aquel momento histórico y analiza los factores necesarios para una nueva constitución en tiempos donde soplan vientos de reelección.""¿Es hora de una nueva constitución? Si tuviéramos gente con mejor visión de república"" esto sería un sí rotundo"". ",www.facebook.com/726622947351359_1247963091884006,284,43,21
Ejempla,2016-02-04T12:57:58+0000,"¿Qué podría hacer Mario con los 1.300 millones? El despido de 577 funcionarios de la Municipalidad de Asunción significa un ahorro muy importante para el municipio.Y aunque a muchos nos cueste dimensionar semejante cantidad de plata, no será tarea fácil dividir ese monto entre las numerosas necesidades que tiene el municipio.1.300 millones de guaraníes mensuales permanecerán en el erario público para su correcto uso en beneficio de la ciudadanía.",www.facebook.com/726622947351359_1247851791895136,773,28,110
Ejempla,2016-02-03T21:00:00+0000,"¿Es grande la estructura del Estado paraguayo? El Estado paraguayo cuenta con varias instituciones dependientes de sus tres poderes: el Ejecutivo, Legislativo y Judicial. A tu parecer ¿crees que la estructura estatal paraguaya es grande, pequeña o adecuada al país que tenemos?",www.facebook.com/726622947351359_1247348265278822,12,2,0
Ejempla,2016-02-03T15:00:01+0000,El precio de la dictadura stronista El aniversario número 27 del golpe de Estado a Stroessner es un buen momento para recordar el resultado de un gobierno autoritario vigente por 35 años en el que las violaciones a los derechos humanos eran el pan de cada día.,www.facebook.com/726622947351359_1247324048614577,16,11,1
Ejempla,2016-02-03T14:00:00+0000,El Leviatán Paraguayo Descubrí qué tan grande es el Estado paraguayo.¿Sabías que solo el Poder Ejecutivo tiene 78 entidades a su cargo? ,www.facebook.com/726622947351359_1247327095280939,115,26,4
Ejempla,2016-02-03T12:10:34+0000,"Lo que celebran los stronistas Hace 27 años Alfredo Stroessner fue derrocado, pero aun así los stronistas siguen celebrando esto:""Los stronistas nos dicen que no había crimen. Los periódicos de la época lo desmienten. Nos mienten, porque saben que mintiendo repetidamente algo queda"".",www.facebook.com/726622947351359_1247316808615301,46,12,0
Ejempla,2016-02-02T22:30:00+0000,"Fitoterapia: plantas que sanan Aunque muchos quieran desprestigiar a la medicina natural, lo cierto es que los fitomedicamentos están avalados por las normativas de los principales países del mundo. Inclusive por la OMS.La Fitoterapia es el uso de plantas medicinales en la salud humana. ",www.facebook.com/726622947351359_1247003735313275,245,45,6
Ejempla,2016-02-02T12:47:55+0000,"Ortorexia: La obsesión de comer saludable Angie Paiva Nutricionista analiza que si comer únicamente  “lo bueno” se convierte en una principal preocupación, podría estar cruzando la delgada línea que separa lo saludable de una verdadera obsesión.Llevar una vida sana, evitando alimentos transgénicos, procesados, altos en azúcares o grasas trans, puede ser un buen hábito. Pero todo tiene su ""pero"".",www.facebook.com/726622947351359_1246802792000036,494,78,14
Ejempla,2016-01-28T14:38:39+0000,"Las reglas de tránsito que no conocías Manejás por Asunción y creés que conocés las reglas de tránsito. Sin embargo, es probable que seas parte del problema vehicular de Asunción.Seguramente no sabías que si circulás mal, dentro de una plaza, parque, o balneario, la Policía Municipal de Tránsito (PMT), tiene la obligación de multarte",www.facebook.com/726622947351359_1243688795644769,284,260,27
Ejempla,2016-01-28T12:54:46+0000,"Cuando el dolor recorre las calles Hace unos días atrás la muerte de un caballo en plena vía pública despertó indignación en las redes sociales, pero como ciudadanos hay varias medidas que podemos tomar para evitar el sufrimiento de estos animales.Podemos liberar a los caballos mediante el aporte ciudadano.",www.facebook.com/726622947351359_1243643665649282,14,7,0
